;competencia;municipio;secao;subclasse;admitidos;desligados;saldo
159143;202012;352590;N;8299799;88;68;20
160212;202012;352590;Q;8630503;0;1;-1
160553;202012;352590;C;2229303;0;1;-1
160648;202012;352590;H;5212500;16;9;7
160799;202012;352590;G;4761001;1;0;1
161084;202012;352590;M;7311400;0;1;-1
161121;202012;352590;H;4930202;1;0;1
161758;202012;352590;G;4752100;1;0;1
161969;202012;352590;I;5611201;0;5;-5
162477;202012;352590;F;4321500;4;0;4
162560;202012;352590;N;7732201;2;0;2
162885;202012;352590;G;4731800;1;2;-1
162917;202012;352590;N;7830200;2;0;2
163236;202012;352590;P;8513900;0;2;-2
163328;202012;352590;C;3313999;3;0;3
164421;202012;352590;H;4930202;0;3;-3
164472;202012;352590;G;4530703;0;3;-3
164651;202012;352590;F;4399199;1;1;0
164690;202012;352590;G;4731800;0;1;-1
165514;202012;352590;Q;8630501;1;0;1
166355;202012;352590;G;4530703;0;2;-2
166805;202012;352590;G;4744001;2;1;1
167478;202012;352590;P;8512100;0;4;-4
167561;202012;352590;G;4772500;1;0;1
167808;202012;352590;N;8112500;0;1;-1
167926;202012;352590;S;9603304;0;1;-1
168060;202012;352590;F;4213800;0;1;-1
168498;202012;352590;C;2840200;0;1;-1
168510;202012;352590;G;4729699;2;6;-4
168766;202012;352590;C;2539001;0;1;-1
168931;202012;352590;H;5212500;13;9;4
169014;202012;352590;N;8111700;3;5;-2
169060;202012;352590;G;4721104;1;2;-1
169114;202012;352590;G;4771701;0;1;-1
169980;202012;352590;N;7820500;3;3;0
170024;202012;352590;G;4511101;0;1;-1
170620;202012;352590;P;8593700;0;1;-1
170795;202012;352590;F;4120400;0;1;-1
171308;202012;352590;G;4530703;0;1;-1
171503;202012;352590;M;6920601;1;0;1
171504;202012;352590;H;4930202;2;0;2
172079;202012;352590;G;4729699;6;5;1
172164;202012;352590;I;5611203;0;1;-1
172573;202012;352590;F;4110700;1;1;0
172645;202012;352590;P;8599603;1;1;0
173469;202012;352590;G;4744001;0;1;-1
173658;202012;352590;H;4930202;3;1;2
173795;202012;352590;F;4222701;4;6;-2
174030;202012;352590;G;4789099;0;1;-1
174248;202012;352590;G;4686902;3;3;0
174727;202012;352590;G;4712100;0;1;-1
174768;202012;352590;E;3832700;1;0;1
175158;202012;352590;I;5611201;6;5;1
175189;202012;352590;I;5611201;4;2;2
175198;202012;352590;I;5611201;1;1;0
175351;202012;352590;G;4759899;0;5;-5
175546;202012;352590;C;2222600;0;5;-5
175776;202012;352590;G;4781400;1;1;0
175908;202012;352590;J;6209100;1;0;1
176283;202012;352590;G;4511101;1;2;-1
177363;202012;352590;N;7740300;1;0;1
177900;202012;352590;H;4930201;0;1;-1
178226;202012;352590;G;4754701;23;10;13
178227;202012;352590;G;4754701;0;1;-1
179094;202012;352590;H;4930203;0;1;-1
179491;202012;352590;I;5611201;0;1;-1
179850;202012;352590;P;8541400;0;1;-1
179970;202012;352590;I;5611201;1;0;1
180103;202012;352590;I;5611203;1;0;1
180539;202012;352590;I;5620101;7;0;7
180970;202012;352590;G;4759899;2;0;2
181437;202012;352590;G;4789005;1;1;0
181636;202012;352590;F;4330404;0;2;-2
181637;202012;352590;F;4330404;0;1;-1
181641;202012;352590;N;7830200;25;23;2
181848;202012;352590;G;4754701;0;1;-1
182708;202012;352590;M;7112000;4;2;2
182709;202012;352590;J;6204000;5;3;2
184671;202012;352590;F;4321500;4;1;3
185004;202012;352590;I;5611201;11;6;5
185704;202012;352590;N;8011101;0;1;-1
185968;202012;352590;G;4713002;1;1;0
186025;202012;352590;I;5611201;1;1;0
186267;202012;352590;G;4530703;0;1;-1
186581;202012;352590;N;8211300;1;0;1
186888;202012;352590;I;5620101;0;2;-2
187029;202012;352590;Q;8610101;0;12;-12
187516;202012;352590;N;8219999;2;0;2
187521;202012;352590;G;4686902;3;1;2
187594;202012;352590;G;4724500;17;5;12
187595;202012;352590;G;4633801;3;1;2
187596;202012;352590;G;4724500;19;9;10
187842;202012;352590;G;4663000;0;1;-1
188273;202012;352590;P;8592901;0;1;-1
188860;202012;352590;C;2222600;0;2;-2
189157;202012;352590;C;2812700;0;1;-1
189162;202012;352590;G;4789004;1;0;1
189407;202012;352590;G;4721102;1;0;1
189471;202012;352590;J;5914600;1;0;1
189796;202012;352590;P;8599601;2;3;-1
190294;202012;352590;I;5510801;1;2;-1
190444;202012;352590;H;5250805;2;2;0
190480;202012;352590;C;2621300;0;5;-5
190706;202012;352590;G;4772500;1;1;0
190936;202012;352590;G;4691500;2;4;-2
191301;202012;352590;C;3291400;0;2;-2
191416;202012;352590;Q;8650003;1;0;1
191615;202012;352590;G;4721103;1;0;1
191719;202012;352590;G;4712100;0;2;-2
191742;202012;352590;K;6462000;0;2;-2
192163;202012;352590;F;4399103;0;2;-2
192192;202012;352590;C;2511000;0;1;-1
192297;202012;352590;G;4731800;1;1;0
193341;202012;352590;I;5611201;1;0;1
193816;202012;352590;M;6920601;0;2;-2
193972;202012;352590;I;5611203;0;1;-1
193973;202012;352590;I;5611201;0;1;-1
194556;202012;352590;M;7111100;0;1;-1
194730;202012;352590;G;4618402;4;2;2
195271;202012;352590;G;4771701;1;0;1
195367;202012;352590;R;9313100;0;6;-6
195520;202012;352590;G;4712100;0;1;-1
196649;202012;352590;G;4647801;1;1;0
197496;202012;352590;Q;8711502;1;1;0
197563;202012;352590;G;4731800;0;1;-1
197576;202012;352590;G;4782201;0;1;-1
198155;202012;352590;G;4744002;0;2;-2
198156;202012;352590;C;2539001;1;0;1
198315;202012;352590;G;4754701;1;3;-2
198666;202012;352590;N;8211300;8;5;3
199344;202012;352590;N;8220200;0;1;-1
199704;202012;352590;N;8299706;0;1;-1
199764;202012;352590;I;5510801;0;1;-1
199765;202012;352590;G;4530703;1;0;1
201390;202012;352590;G;4755501;0;1;-1
201434;202012;352590;J;6311900;0;1;-1
201579;202012;352590;H;5250804;0;2;-2
203246;202012;352590;M;7500100;2;1;1
203444;202012;352590;H;4930202;2;3;-1
203550;202012;352590;M;6920601;0;1;-1
204309;202012;352590;I;5611201;1;1;0
205171;202012;352590;C;2222600;13;18;-5
205304;202012;352590;K;6619399;0;2;-2
205309;202012;352590;F;4292802;0;2;-2
205328;202012;352590;Q;8630599;0;1;-1
205710;202012;352590;C;3314707;16;1;15
206192;202012;352590;P;8512100;0;1;-1
206387;202012;352590;G;4530703;0;1;-1
206844;202012;352590;K;6462000;1;0;1
206961;202012;352590;H;4930202;3;0;3
207958;202012;352590;G;4731800;5;3;2
208739;202012;352590;S;9609299;1;0;1
208751;202012;352590;G;4712100;3;3;0
208752;202012;352590;N;8299799;1;1;0
209044;202012;352590;G;4771701;0;1;-1
209930;202012;352590;M;6911701;1;1;0
210401;202012;352590;Q;8630502;3;1;2
210564;202012;352590;F;4321500;0;2;-2
210926;202012;352590;H;4930202;0;2;-2
211076;202012;352590;M;6920601;0;1;-1
211501;202012;352590;F;4330401;0;1;-1
211604;202012;352590;K;6462000;0;1;-1
212039;202012;352590;I;5611203;2;0;2
212137;202012;352590;G;4729699;3;0;3
213010;202012;352590;H;4930202;26;13;13
214275;202012;352590;M;7020400;1;0;1
214413;202012;352590;C;1099699;0;3;-3
215189;202012;352590;P;8599604;0;1;-1
215201;202012;352590;N;8299799;2;1;1
216076;202012;352590;G;4731800;0;1;-1
216106;202012;352590;G;4623109;2;1;1
216134;202012;352590;G;4781400;2;40;-38
216171;202012;352590;P;8513900;0;1;-1
216172;202012;352590;P;8513900;1;2;-1
216174;202012;352590;N;8130300;21;8;13
216176;202012;352590;G;4789099;5;8;-3
216809;202012;352590;G;4761003;1;0;1
217026;202012;352590;C;2840200;0;1;-1
217631;202012;352590;G;4782201;0;1;-1
217632;202012;352590;G;4781400;0;6;-6
217634;202012;352590;G;4781400;0;6;-6
217868;202012;352590;G;4633801;1;0;1
217870;202012;352590;A;132600;16;0;16
218201;202012;352590;L;6821802;1;0;1
218540;202012;352590;P;8593700;1;0;1
218858;202012;352590;C;2311700;0;1;-1
218859;202012;352590;G;4744002;0;1;-1
219074;202012;352590;I;5611203;1;1;0
219133;202012;352590;H;5223100;0;1;-1
219345;202012;352590;G;4663000;0;6;-6
219489;202012;352590;G;4751201;1;0;1
219518;202012;352590;H;5212500;15;15;0
219871;202012;352590;C;2349401;3;2;1
220291;202012;352590;Q;8630501;0;1;-1
220597;202012;352590;M;7500100;1;0;1
221713;202012;352590;F;4321500;0;2;-2
221933;202012;352590;N;8211300;0;2;-2
223330;202012;352590;C;2072000;4;4;0
223390;202012;352590;G;4781400;0;1;-1
224245;202012;352590;G;4731800;0;1;-1
224350;202012;352590;Q;8711502;1;1;0
224438;202012;352590;G;4649499;0;2;-2
225097;202012;352590;P;8513900;0;3;-3
225727;202012;352590;N;8211300;0;1;-1
225828;202012;352590;G;4649401;1;0;1
225858;202012;352590;C;2599399;2;1;1
225971;202012;352590;G;4782201;0;2;-2
225972;202012;352590;G;4782201;0;2;-2
225973;202012;352590;G;4782201;0;7;-7
226628;202012;352590;Q;8712300;1;0;1
226830;202012;352590;C;1091101;14;9;5
228213;202012;352590;N;8299799;2;0;2
228567;202012;352590;C;1733800;1;2;-1
228753;202012;352590;I;5611203;2;1;1
228767;202012;352590;I;5611203;1;0;1
228891;202012;352590;P;8513900;0;2;-2
229084;202012;352590;I;5620101;0;1;-1
229094;202012;352590;G;4721102;0;1;-1
229110;202012;352590;P;8599603;1;2;-1
229328;202012;352590;C;3314799;2;0;2
229359;202012;352590;I;5611202;0;1;-1
229459;202012;352590;P;8511200;0;1;-1
229479;202012;352590;I;5611201;2;0;2
229941;202012;352590;G;4520001;0;1;-1
229978;202012;352590;P;8592901;0;1;-1
230659;202012;352590;G;4789002;1;0;1
231195;202012;352590;G;4781400;0;1;-1
231197;202012;352590;L;6822600;0;1;-1
231294;202012;352590;F;4120400;0;1;-1
231631;202012;352590;H;5250805;0;7;-7
231672;202012;352590;N;8299799;0;1;-1
231744;202012;352590;J;6311900;2;1;1
231977;202012;352590;G;4722901;1;0;1
232128;202012;352590;J;5811500;1;2;-1
232443;202012;352590;F;4322302;3;5;-2
232652;202012;352590;L;6821802;0;1;-1
233418;202012;352590;I;5611201;1;0;1
233615;202012;352590;G;4713002;1;0;1
233726;202012;352590;G;4729699;2;0;2
233789;202012;352590;N;7820500;1;0;1
233814;202012;352590;C;1733800;1;3;-2
234027;202012;352590;F;4322301;1;0;1
234120;202012;352590;G;4530703;2;0;2
234265;202012;352590;S;9601701;1;2;-1
234787;202012;352590;G;4781400;0;2;-2
234906;202012;352590;J;6203100;1;0;1
234931;202012;352590;P;8599604;1;0;1
235056;202012;352590;M;6920601;1;0;1
235418;202012;352590;N;8112500;0;1;-1
235484;202012;352590;F;4330404;0;2;-2
236243;202012;352590;F;4399103;3;0;3
236464;202012;352590;G;4781400;13;2;11
236582;202012;352590;C;1066000;27;3;24
236973;202012;352590;G;4781400;23;21;2
236974;202012;352590;G;4781400;12;9;3
237040;202012;352590;H;4930202;76;52;24
237066;202012;352590;S;9521500;3;2;1
237172;202012;352590;P;8599604;1;0;1
237342;202012;352590;J;5813100;0;1;-1
237550;202012;352590;G;4712100;0;1;-1
237617;202012;352590;C;3250705;1;1;0
237642;202012;352590;G;4772500;2;2;0
237662;202012;352590;P;8541400;0;1;-1
238137;202012;352590;M;7490199;0;4;-4
238166;202012;352590;P;8512100;0;3;-3
238169;202012;352590;E;3821100;12;12;0
238172;202012;352590;I;5611201;1;1;0
238219;202012;352590;K;6462000;1;2;-1
238266;202012;352590;N;8111700;27;10;17
238752;202012;352590;G;4789002;3;0;3
239417;202012;352590;F;4120400;2;5;-3
239535;202012;352590;I;5611201;1;2;-1
239944;202012;352590;C;2229399;2;2;0
239988;202012;352590;G;4783101;0;1;-1
240004;202012;352590;I;5510801;0;1;-1
240032;202012;352590;G;4711302;0;1;-1
240280;202012;352590;I;5611201;11;7;4
240451;202012;352590;I;5620104;1;0;1
241255;202012;352590;G;4744099;0;3;-3
241820;202012;352590;C;3250706;4;0;4
242414;202012;352590;J;6190601;1;1;0
242417;202012;352590;N;8121400;7;2;5
242421;202012;352590;G;4520005;0;2;-2
242506;202012;352590;C;2342702;0;9;-9
242523;202012;352590;G;4744001;1;0;1
242531;202012;352590;P;8513900;1;6;-5
242810;202012;352590;M;6920601;1;1;0
242893;202012;352590;G;4782201;8;8;0
243291;202012;352590;G;4771701;2;0;2
243303;202012;352590;F;4322302;0;1;-1
243777;202012;352590;P;8511200;0;1;-1
244293;202012;352590;R;9329804;0;3;-3
245041;202012;352590;P;8511200;0;1;-1
245946;202012;352590;G;4754701;2;0;2
246619;202012;352590;G;4781400;0;1;-1
246735;202012;352590;G;4772500;1;1;0
246738;202012;352590;H;4930202;2;6;-4
247962;202012;352590;Q;8650004;3;0;3
248516;202012;352590;G;4772500;0;2;-2
248519;202012;352590;G;4772500;2;0;2
248523;202012;352590;G;4772500;1;0;1
249379;202012;352590;N;8111700;1;0;1
250069;202012;352590;G;4691500;8;8;0
251161;202012;352590;N;8211300;3;0;3
251421;202012;352590;M;7311400;1;0;1
251474;202012;352590;I;5611203;0;1;-1
251530;202012;352590;I;5611203;3;1;2
251538;202012;352590;I;5611203;1;0;1
251997;202012;352590;I;5611203;1;2;-1
252945;202012;352590;F;4330403;0;2;-2
252946;202012;352590;F;4330403;0;1;-1
253164;202012;352590;S;9602501;0;1;-1
253791;202012;352590;L;6810201;0;2;-2
254200;202012;352590;K;6612603;1;0;1
254409;202012;352590;N;7733100;0;1;-1
254412;202012;352590;N;7733100;1;1;0
255033;202012;352590;I;5611201;0;3;-3
255062;202012;352590;I;5611201;0;2;-2
255244;202012;352590;G;4619200;0;1;-1
255556;202012;352590;I;5620104;0;1;-1
255559;202012;352590;N;8299706;1;0;1
255562;202012;352590;Q;8630502;1;1;0
255731;202012;352590;G;4761003;1;0;1
256099;202012;352590;G;4689399;1;5;-4
256327;202012;352590;H;4930201;2;0;2
256863;202012;352590;G;4669999;2;3;-1
256950;202012;352590;J;6204000;0;1;-1
257551;202012;352590;H;4930202;0;1;-1
257635;202012;352590;G;4763601;0;2;-2
257716;202012;352590;G;4781400;1;0;1
257997;202012;352590;M;6920601;1;0;1
258175;202012;352590;I;5611201;0;1;-1
258371;202012;352590;I;5611203;1;2;-1
258736;202012;352590;J;6311900;1;0;1
259643;202012;352590;G;4652400;1;0;1
260445;202012;352590;C;1093701;0;1;-1
260748;202012;352590;J;6110803;1;0;1
260999;202012;352590;G;4781400;6;6;0
261318;202012;352590;P;8541400;1;1;0
261523;202012;352590;G;4772500;0;4;-4
261586;202012;352590;C;3314708;1;0;1
261852;202012;352590;F;4221905;0;1;-1
261898;202012;352590;G;4744005;1;0;1
262478;202012;352590;K;6622300;1;0;1
262848;202012;352590;G;4646001;0;1;-1
263146;202012;352590;P;8512100;0;5;-5
263642;202012;352590;C;2731700;1;1;0
264052;202012;352590;G;4789099;0;2;-2
264057;202012;352590;Q;8640205;2;2;0
264590;202012;352590;L;6810202;0;1;-1
264676;202012;352590;N;8112500;0;1;-1
264684;202012;352590;N;7911200;1;0;1
264704;202012;352590;H;5211701;18;13;5
265240;202012;352590;G;4744001;1;0;1
265813;202012;352590;G;4530704;3;3;0
266069;202012;352590;G;4789099;0;1;-1
266326;202012;352590;C;2399101;0;4;-4
266367;202012;352590;G;4530705;1;0;1
266535;202012;352590;G;4771701;1;2;-1
267069;202012;352590;N;8111700;1;0;1
267264;202012;352590;C;3314702;14;3;11
267265;202012;352590;G;4744001;0;1;-1
267378;202012;352590;I;5611203;1;0;1
267420;202012;352590;G;4754701;13;8;5
267541;202012;352590;G;4633801;0;4;-4
267614;202012;352590;P;8593700;0;1;-1
268046;202012;352590;G;4744099;0;2;-2
268057;202012;352590;C;1091101;8;5;3
268061;202012;352590;C;2599399;1;2;-1
268186;202012;352590;C;3314708;4;1;3
268739;202012;352590;C;3314710;1;0;1
269050;202012;352590;M;7112000;1;0;1
269240;202012;352590;C;1413401;0;1;-1
269307;202012;352590;H;4930202;1;1;0
269952;202012;352590;G;4759899;0;1;-1
269997;202012;352590;P;8520100;0;2;-2
270676;202012;352590;F;4313400;0;1;-1
270701;202012;352590;G;4772500;0;1;-1
271069;202012;352590;I;5620102;0;1;-1
271898;202012;352590;C;1749400;0;1;-1
272260;202012;352590;F;4120400;1;0;1
272908;202012;352590;F;4399103;0;1;-1
273046;202012;352590;G;4530703;0;1;-1
273144;202012;352590;G;4761001;2;5;-3
273578;202012;352590;M;6920601;1;0;1
274035;202012;352590;G;4724500;3;2;1
274241;202012;352590;G;4623109;2;0;2
274245;202012;352590;R;9313100;0;2;-2
274530;202012;352590;G;4763601;2;0;2
275085;202012;352590;I;5620104;1;0;1
275292;202012;352590;C;2522500;0;1;-1
275972;202012;352590;G;4772500;2;1;1
276447;202012;352590;P;8599604;0;1;-1
276567;202012;352590;G;4741500;0;1;-1
276687;202012;352590;M;7490105;0;1;-1
277591;202012;352590;G;4520001;1;0;1
277611;202012;352590;N;7810800;3;17;-14
277619;202012;352590;G;4721104;4;9;-5
277620;202012;352590;G;4637107;0;1;-1
277704;202012;352590;C;3101200;1;3;-2
277706;202012;352590;G;4754701;1;1;0
277707;202012;352590;G;4754701;6;0;6
277830;202012;352590;J;6209100;1;0;1
277908;202012;352590;I;5611201;2;1;1
278105;202012;352590;I;5611203;2;1;1
278219;202012;352590;G;4752100;2;1;1
278574;202012;352590;J;6190699;0;3;-3
278958;202012;352590;C;1053800;1;3;-2
279274;202012;352590;Q;8712300;1;2;-1
279572;202012;352590;F;4120400;5;12;-7
279791;202012;352590;G;4744005;0;1;-1
280371;202012;352590;G;4782201;2;0;2
280528;202012;352590;I;5620104;0;1;-1
280696;202012;352590;P;8511200;0;1;-1
282017;202012;352590;G;4772500;3;4;-1
282889;202012;352590;C;2229303;0;3;-3
282988;202012;352590;G;4782201;5;1;4
282998;202012;352590;I;5611201;0;2;-2
283241;202012;352590;G;4771701;0;1;-1
283582;202012;352590;H;4922102;1;0;1
283762;202012;352590;G;4781400;0;1;-1
284013;202012;352590;M;7112000;27;1;26
284339;202012;352590;N;7711000;1;0;1
284396;202012;352590;S;9529105;0;1;-1
284575;202012;352590;Q;8630503;1;1;0
285108;202012;352590;J;6209100;1;0;1
285151;202012;352590;S;9521500;2;0;2
285198;202012;352590;G;4712100;0;1;-1
285424;202012;352590;F;4120400;0;1;-1
285886;202012;352590;I;5611201;0;1;-1
285913;202012;352590;N;8111700;0;2;-2
286047;202012;352590;G;4712100;0;1;-1
286254;202012;352590;H;4930202;2;0;2
286282;202012;352590;I;5611201;0;1;-1
286303;202012;352590;G;4782201;10;8;2
286714;202012;352590;I;5620102;0;1;-1
286748;202012;352590;G;4781400;1;0;1
286777;202012;352590;G;4782201;1;0;1
286833;202012;352590;G;4782201;1;0;1
287135;202012;352590;I;5611201;1;0;1
287136;202012;352590;S;9601701;1;1;0
287166;202012;352590;N;8111700;1;1;0
287320;202012;352590;H;4930202;16;26;-10
287326;202012;352590;F;4321500;4;1;3
287466;202012;352590;H;5211701;0;1;-1
287735;202012;352590;P;8511200;0;1;-1
287736;202012;352590;I;5611203;2;0;2
288005;202012;352590;G;4755502;4;1;3
288272;202012;352590;H;4930201;0;1;-1
288427;202012;352590;P;8512100;0;3;-3
289490;202012;352590;G;4721102;3;0;3
289671;202012;352590;N;8219999;1;0;1
289685;202012;352590;H;4930202;2;2;0
289860;202012;352590;G;4781400;0;2;-2
290188;202012;352590;I;5611203;1;1;0
290464;202012;352590;C;2229302;1;1;0
290605;202012;352590;N;8112500;1;0;1
290714;202012;352590;R;9313100;1;0;1
290942;202012;352590;S;9603301;2;1;1
291486;202012;352590;L;6821802;0;1;-1
291656;202012;352590;R;9313100;1;0;1
291662;202012;352590;G;4721104;1;0;1
291729;202012;352590;H;5240199;6;0;6
291877;202012;352590;M;6911701;0;1;-1
292116;202012;352590;H;4930201;0;1;-1
292141;202012;352590;S;9602502;0;1;-1
292771;202012;352590;I;5611201;1;4;-3
292864;202012;352590;G;4789099;0;1;-1
293357;202012;352590;C;3314702;1;0;1
293453;202012;352590;M;7500100;1;0;1
293640;202012;352590;I;5611201;2;0;2
294758;202012;352590;Q;8630503;0;1;-1
295724;202012;352590;N;8121400;1;1;0
296626;202012;352590;Q;8630503;2;0;2
296630;202012;352590;G;4751201;1;0;1
296829;202012;352590;G;4729699;2;0;2
296836;202012;352590;H;5250803;4;0;4
296848;202012;352590;G;4781400;0;1;-1
296994;202012;352590;G;4763601;1;0;1
297094;202012;352590;G;4520005;0;9;-9
297685;202012;352590;N;8219999;2;0;2
297802;202012;352590;G;4721104;1;0;1
297847;202012;352590;G;4721104;3;1;2
298215;202012;352590;N;7911200;0;1;-1
298758;202012;352590;F;4120400;11;4;7
300462;202012;352590;G;4752100;0;1;-1
301183;202012;352590;F;4120400;0;1;-1
301453;202012;352590;N;8111700;1;0;1
301951;202012;352590;M;7020400;1;0;1
302638;202012;352590;G;4614100;0;1;-1
302649;202012;352590;G;4771702;4;3;1
302711;202012;352590;N;8299799;1;0;1
303560;202012;352590;G;4789099;0;1;-1
303737;202012;352590;N;8211300;1;3;-2
304461;202012;352590;Q;8630501;1;0;1
304529;202012;352590;S;9609299;3;3;0
304958;202012;352590;G;4744001;0;1;-1
305116;202012;352590;G;4752100;1;0;1
305454;202012;352590;F;4120400;3;0;3
305612;202012;352590;J;6209100;3;0;3
305667;202012;352590;H;4930201;1;2;-1
305669;202012;352590;H;4930201;2;5;-3
305851;202012;352590;G;4781400;1;0;1
306140;202012;352590;S;9602501;0;1;-1
306148;202012;352590;M;7500100;2;0;2
306811;202012;352590;I;5611201;0;1;-1
306915;202012;352590;G;4789004;1;1;0
307061;202012;352590;M;7319003;2;0;2
307062;202012;352590;M;7319003;0;1;-1
307121;202012;352590;F;4399199;4;5;-1
307429;202012;352590;G;4789099;0;1;-1
307761;202012;352590;G;4687702;1;0;1
307835;202012;352590;G;4713002;1;0;1
308202;202012;352590;G;4520005;2;2;0
308215;202012;352590;G;4731800;1;0;1
308449;202012;352590;H;4930201;1;0;1
308779;202012;352590;H;4930202;0;1;-1
309436;202012;352590;G;4782201;0;1;-1
310143;202012;352590;G;4751201;1;0;1
310457;202012;352590;G;4789004;1;0;1
310484;202012;352590;C;2823200;1;0;1
310570;202012;352590;N;8011101;1;1;0
311146;202012;352590;C;3314713;0;1;-1
311259;202012;352590;N;8211300;0;1;-1
311359;202012;352590;G;4774100;0;1;-1
311474;202012;352590;L;6822600;1;1;0
312249;202012;352590;G;4781400;1;1;0
312325;202012;352590;P;8593700;0;1;-1
312552;202012;352590;F;4399103;1;1;0
312797;202012;352590;H;4930202;11;1;10
313034;202012;352590;N;8111700;1;0;1
313083;202012;352590;G;4781400;0;1;-1
313381;202012;352590;N;7912100;0;3;-3
313527;202012;352590;N;7911200;1;1;0
314279;202012;352590;G;4772500;0;1;-1
314280;202012;352590;G;4772500;0;2;-2
315568;202012;352590;C;1013901;0;4;-4
315719;202012;352590;G;4752100;0;1;-1
315832;202012;352590;P;8593700;0;1;-1
315887;202012;352590;N;8219999;0;1;-1
316188;202012;352590;P;8599605;1;2;-1
316394;202012;352590;G;4781400;2;1;1
316724;202012;352590;I;5611203;2;0;2
316822;202012;352590;H;5229002;1;1;0
318594;202012;352590;G;4754701;1;0;1
319317;202012;352590;C;2222600;1;2;-1
319757;202012;352590;G;4530703;2;1;1
320078;202012;352590;M;7119701;1;3;-2
321321;202012;352590;I;5611201;3;0;3
321354;202012;352590;R;9313100;0;1;-1
321459;202012;352590;N;8130300;0;2;-2
321703;202012;352590;N;8291100;3;1;2
321800;202012;352590;C;2532201;2;0;2
321951;202012;352590;N;8112500;0;1;-1
322389;202012;352590;P;8512100;0;1;-1
322404;202012;352590;N;8220200;97;28;69
323064;202012;352590;F;4399103;0;10;-10
323462;202012;352590;G;4781400;0;1;-1
323760;202012;352590;G;4753900;5;1;4
